age,gender,occupation,employment_type,marital_status,number_of_dependents,monthly_salary,additional_income,annual_bonus,business_income,total_monthly_income,house_rent,food_expenses,transportation,electricity_bill,internet_bill,insurance,education,medical_expenses,entertainment,shopping,other_expenses,total_living_expenses,loan_type,loan_amount,interest_rate,loan_tenure_months,proposed_emi,existing_home_emi,existing_personal_emi,existing_vehicle_emi,existing_cc_emi,total_existing_emi,credit_score,bank_balance,savings,investments,smoking,alcohol,travel_frequency,online_shopping_frequency,debt_to_income_ratio,emergency_fund_months,disposable_income,recommended_max_emi,financial_health_score,emi_default_risk_prob,emi_default_flag
48,Male,Sales Executive,Salaried,Married,0,21100.0,0.0,32000.0,0.0,23766.666666666668,7300.0,16700.0,6900.0,3900.0,2400.0,11400.0,0.0,1700.0,3000.0,11000.0,2100.0,66400.0,Home Loan,1320000.0,17.9,12,120950.0,6300.0,0.0,0.0,14000.0,20300.0,832,27600.0,150000.0,559600.0,No,Never,Low,High,5.9432,2.05,-62933.33,0.0,33.2,1.0,1
40,Other,Software Engineer,Salaried,Single,0,21900.0,19700.0,13000.0,0.0,42683.333333333336,8300.0,4100.0,2300.0,4700.0,2000.0,4800.0,0.0,8100.0,10900.0,4200.0,5800.0,55200.0,Home Loan,682000.0,8.4,120,8420.0,11600.0,0.0,0.0,0.0,11600.0,456,95700.0,726400.0,796100.0,No,Never,Moderate,Moderate,0.469,12.31,-24116.67,7610.0,54.7,0.8751,1
48,Female,Sales Executive,Self-Employed,Single,0,49200.0,0.0,54000.0,0.0,53700.0,10700.0,5900.0,7900.0,4000.0,1400.0,6800.0,0.0,7600.0,9800.0,11600.0,7700.0,73400.0,Personal Loan,463000.0,9.8,24,21320.0,0.0,9100.0,0.0,0.0,9100.0,537,109900.0,431300.0,1401500.0,No,Never,Low,Moderate,0.5665,6.56,-28800.0,15060.0,42.3,0.926,1
28,Male,Manager,Business,Divorced,2,25300.0,0.0,0.0,20200.0,45500.0,6500.0,9700.0,7700.0,4400.0,1500.0,11300.0,3200.0,2200.0,10600.0,2200.0,1500.0,60800.0,Home Loan,1239000.0,15.5,120,20370.0,13000.0,0.0,0.0,0.0,13000.0,864,142500.0,155100.0,427800.0,No,Never,Low,Moderate,0.7334,4.03,-28300.0,7480.0,53.6,0.5015,1
61,Female,Sales Executive,Salaried,Single,2,140400.0,23000.0,0.0,0.0,163400.0,53800.0,20900.0,2600.0,5300.0,1800.0,1900.0,6200.0,12100.0,7700.0,5600.0,7300.0,125200.0,Vehicle Loan,2547000.0,8.5,36,80400.0,57000.0,0.0,0.0,4500.0,61500.0,670,711400.0,2517100.0,2751300.0,Yes,Occasionally,High,Moderate,0.8684,17.29,-23300.0,12030.0,55.3,0.1788,0
59,Male,Teacher,Self-Employed,Married,0,17500.0,9500.0,18000.0,0.0,28500.0,9200.0,13300.0,9300.0,5400.0,900.0,2200.0,0.0,5000.0,10700.0,23400.0,5600.0,85000.0,Home Loan,239000.0,16.2,24,11730.0,0.0,0.0,0.0,0.0,0.0,815,48000.0,373000.0,36300.0,No,Occasionally,Low,High,0.4116,4.95,-56500.0,12820.0,61.2,0.2894,0
21,Male,Teacher,Salaried,Single,3,32900.0,0.0,38000.0,0.0,36066.666666666664,12500.0,23300.0,6200.0,5300.0,700.0,11900.0,18300.0,10000.0,8500.0,20300.0,7000.0,124000.0,Home Loan,1673000.0,7.5,36,52040.0,0.0,0.0,0.0,8500.0,8500.0,390,351500.0,247900.0,916100.0,No,Never,Low,Moderate,1.6786,4.52,-96433.33,7730.0,17.0,0.9999,1
23,Female,Sales Executive,Business,Married,2,49400.0,0.0,0.0,87700.0,137100.0,27500.0,16200.0,9200.0,1800.0,1100.0,11700.0,10700.0,2400.0,6600.0,7400.0,2100.0,96700.0,Vehicle Loan,4886000.0,16.8,48,140480.0,0.0,0.0,0.0,0.0,0.0,592,71200.0,530800.0,786300.0,No,Occasionally,Low,High,1.0247,6.23,40400.0,61700.0,43.0,0.9461,1
33,Female,Doctor,Salaried,Married,4,40800.0,14400.0,0.0,0.0,55200.0,16800.0,18500.0,9200.0,2300.0,2100.0,9500.0,8200.0,13000.0,11200.0,18500.0,7300.0,116600.0,Vehicle Loan,449000.0,8.2,12,39100.0,0.0,0.0,6500.0,0.0,6500.0,409,432500.0,516300.0,189800.0,Yes,Occasionally,Moderate,Moderate,0.8261,7.71,-67900.0,18340.0,32.3,0.9936,1
48,Other,Software Engineer,Self-Employed,Single,2,28200.0,0.0,38000.0,0.0,31366.666666666668,6400.0,19100.0,3600.0,3500.0,1000.0,6300.0,8100.0,11300.0,5800.0,17400.0,7700.0,90200.0,Business Loan,964000.0,17.2,48,27920.0,10200.0,3800.0,0.0,7400.0,21400.0,677,172600.0,70700.0,456000.0,No,Occasionally,High,Moderate,1.5724,2.18,-80233.33,0.0,25.1,0.9982,1
45,Male,Other,Salaried,Single,0,30400.0,3900.0,0.0,0.0,34300.0,7300.0,6300.0,5000.0,2800.0,800.0,6600.0,0.0,6400.0,6500.0,6100.0,7300.0,55100.0,Home Loan,245000.0,16.6,120,4200.0,0.0,0.0,0.0,0.0,0.0,762,45000.0,179500.0,766500.0,No,Frequently,Moderate,Low,0.1224,4.07,-20800.0,15440.0,62.9,0.1906,0
53,Female,Other,Business,Single,1,29900.0,21400.0,0.0,18900.0,70200.0,21600.0,11300.0,3100.0,1700.0,900.0,3800.0,8500.0,9800.0,2900.0,10500.0,6500.0,80600.0,Vehicle Loan,1719000.0,13.2,60,39290.0,0.0,11000.0,3700.0,6500.0,21200.0,699,115100.0,1355900.0,441800.0,No,Frequently,High,Moderate,0.8617,14.45,-31600.0,10390.0,44.6,0.5483,1
58,Male,Sales Executive,Self-Employed,Married,2,42500.0,8700.0,70000.0,0.0,57033.333333333336,8200.0,14500.0,8200.0,2400.0,1900.0,5800.0,11700.0,3600.0,11400.0,23000.0,1600.0,92300.0,Personal Loan,1425000.0,15.7,60,34430.0,0.0,0.0,0.0,6700.0,6700.0,759,348200.0,220100.0,399500.0,No,Never,Low,Moderate,0.7212,5.74,-41966.67,18960.0,48.1,0.602,1
26,Male,Sales Executive,Self-Employed,Married,0,130100.0,0.0,358000.0,0.0,159933.33333333334,24800.0,8200.0,6000.0,5900.0,1700.0,5700.0,0.0,14800.0,3400.0,19000.0,2500.0,92000.0,Education Loan,8039000.0,8.3,360,60680.0,0.0,0.0,0.0,0.0,0.0,772,559000.0,995500.0,1514200.0,No,Occasionally,Low,Moderate,0.3794,16.9,67933.33,71970.0,83.1,0.0024,0
64,Female,Teacher,Salaried,Married,0,51000.0,0.0,54000.0,0.0,55500.0,9900.0,9200.0,9400.0,2700.0,1900.0,1400.0,0.0,12100.0,3200.0,19500.0,7400.0,76700.0,Vehicle Loan,2522000.0,8.9,360,20110.0,0.0,0.0,0.0,10000.0,10000.0,327,265100.0,202000.0,1350500.0,No,Occasionally,Low,Moderate,0.5425,5.39,-31200.0,14980.0,38.0,0.9979,1
52,Male,Doctor,Salaried,Married,0,88600.0,16000.0,209000.0,0.0,122016.66666666667,36200.0,5100.0,3700.0,3100.0,1100.0,6000.0,0.0,12000.0,2100.0,15000.0,2600.0,86900.0,Education Loan,6629000.0,11.4,360,65140.0,0.0,0.0,0.0,0.0,0.0,359,697600.0,2236300.0,2735700.0,No,Never,Low,High,0.5339,33.76,35116.67,54910.0,57.0,0.0666,0
41,Female,Sales Executive,Salaried,Single,0,63200.0,0.0,57000.0,0.0,67950.0,13100.0,6800.0,7500.0,1000.0,2300.0,6300.0,0.0,3100.0,6000.0,17300.0,3400.0,66800.0,Home Loan,865000.0,13.1,180,11000.0,0.0,0.0,0.0,0.0,0.0,672,404100.0,1262000.0,550100.0,No,Occasionally,High,Low,0.1619,24.94,1150.0,30580.0,66.3,0.001,0
36,Female,Other,Self-Employed,Single,1,85600.0,0.0,175000.0,0.0,100183.33333333333,19000.0,10700.0,9900.0,4600.0,1400.0,8300.0,14100.0,1200.0,4000.0,13700.0,1400.0,88300.0,Personal Loan,3442000.0,16.6,360,47960.0,0.0,0.0,14500.0,0.0,14500.0,544,604600.0,213400.0,766800.0,No,Frequently,Low,High,0.6235,7.96,-2616.67,30580.0,40.4,0.6386,1
41,Male,Software Engineer,Salaried,Single,1,12100.0,7000.0,0.0,0.0,19100.0,6700.0,17100.0,7300.0,3100.0,1500.0,6700.0,16900.0,9200.0,9100.0,19000.0,5400.0,102000.0,Personal Loan,117000.0,13.2,240,1390.0,0.0,0.0,0.0,10100.0,10100.0,722,22300.0,345100.0,519400.0,No,Never,Low,Low,0.6016,3.28,-93000.0,0.0,45.8,0.8664,1
31,Male,Accountant,Business,Single,0,42100.0,0.0,0.0,39600.0,81700.0,16000.0,6600.0,2600.0,1500.0,2400.0,10500.0,0.0,3000.0,4400.0,18900.0,4900.0,70800.0,Business Loan,4118000.0,14.5,240,52710.0,22600.0,0.0,0.0,10900.0,33500.0,541,615600.0,302600.0,1506900.0,No,Never,Low,Moderate,1.0552,8.8,-22600.0,3260.0,29.0,0.9787,1
57,Female,Manager,Business,Single,2,94200.0,0.0,218000.0,49900.0,162266.6666666667,26300.0,12900.0,6700.0,5800.0,2500.0,5000.0,5300.0,11900.0,8900.0,2700.0,7700.0,95700.0,Business Loan,4083000.0,14.6,60,96280.0,28200.0,0.0,0.0,0.0,28200.0,328,533600.0,1387100.0,1095200.0,No,Frequently,Moderate,Moderate,0.7671,15.5,38366.67,44820.0,45.4,0.9144,1
56,Male,Sales Executive,Salaried,Married,1,36800.0,9400.0,0.0,0.0,46200.0,11800.0,6900.0,3400.0,4900.0,1800.0,5500.0,10600.0,6800.0,3200.0,16500.0,7200.0,78600.0,Home Loan,407000.0,16.7,360,5700.0,0.0,0.0,0.0,0.0,0.0,828,73300.0,560800.0,194600.0,No,Occasionally,Low,Moderate,0.1234,8.07,-32400.0,20790.0,68.4,0.0299,0
55,Female,Sales Executive,Self-Employed,Married,0,118300.0,0.0,0.0,0.0,118300.0,35500.0,11800.0,2200.0,4600.0,2400.0,7300.0,0.0,5700.0,3500.0,16500.0,4500.0,94000.0,Vehicle Loan,2704000.0,15.7,240,37010.0,27400.0,0.0,7200.0,6300.0,40900.0,399,174000.0,1157700.0,234800.0,No,Never,Low,Moderate,0.6586,9.87,-16600.0,12340.0,42.8,0.9857,1
39,Female,Doctor,Salaried,Divorced,0,102900.0,0.0,0.0,0.0,102900.0,12100.0,12600.0,4700.0,5800.0,1600.0,3200.0,0.0,2000.0,9900.0,3500.0,5300.0,60700.0,Personal Loan,2138000.0,17.8,180,34120.0,0.0,0.0,8200.0,0.0,8200.0,310,283100.0,368600.0,760500.0,No,Frequently,Moderate,Moderate,0.4113,9.46,34000.0,38100.0,57.2,0.9505,1
40,Male,Accountant,Salaried,Single,0,38800.0,0.0,0.0,0.0,38800.0,9900.0,16100.0,4100.0,3000.0,1100.0,5300.0,0.0,14900.0,5100.0,11400.0,3900.0,74800.0,Home Loan,1829000.0,7.7,240,14960.0,0.0,0.0,0.0,0.0,0.0,722,251100.0,622400.0,838100.0,No,Frequently,High,Moderate,0.3856,11.68,-36000.0,17460.0,65.7,0.1826,0
38,Female,Business Owner,Salaried,Married,1,38100.0,10300.0,0.0,0.0,48400.0,5300.0,17500.0,8300.0,4600.0,1100.0,8500.0,19300.0,14400.0,2200.0,22700.0,1900.0,105800.0,Home Loan,579000.0,9.7,360,4950.0,12800.0,0.0,0.0,6900.0,19700.0,757,241200.0,680500.0,539600.0,No,Occasionally,Moderate,Low,0.5093,7.34,-77100.0,2080.0,54.6,0.3606,0
61,Other,Software Engineer,Salaried,Married,0,29500.0,0.0,28000.0,0.0,31833.333333333332,7400.0,8000.0,5000.0,2000.0,1600.0,5500.0,0.0,2800.0,11600.0,23900.0,7100.0,74900.0,Vehicle Loan,1132000.0,17.3,180,17660.0,0.0,0.0,0.0,0.0,0.0,566,48300.0,601100.0,921600.0,No,Occasionally,Moderate,Moderate,0.5548,8.67,-43066.67,14320.0,48.1,0.8779,1
34,Male,Software Engineer,Self-Employed,Married,1,35800.0,0.0,0.0,0.0,35800.0,5900.0,7900.0,7900.0,4500.0,1700.0,11000.0,16200.0,5700.0,3000.0,20000.0,4800.0,88600.0,Personal Loan,1742000.0,15.8,360,23140.0,10200.0,0.0,0.0,0.0,10200.0,710,28900.0,275900.0,348300.0,No,Never,Moderate,High,0.9313,3.09,-63000.0,5910.0,37.9,0.9742,1
35,Female,Teacher,Salaried,Single,2,26500.0,18100.0,0.0,0.0,44600.0,7900.0,10200.0,2100.0,1100.0,1400.0,7800.0,15400.0,6500.0,2700.0,5500.0,4000.0,64600.0,Personal Loan,2037000.0,10.3,240,20060.0,0.0,0.0,0.0,6300.0,6300.0,482,32800.0,409300.0,201000.0,No,Occasionally,Moderate,High,0.591,6.24,-26300.0,13770.0,41.0,0.9649,1
51,Male,Teacher,Salaried,Single,1,60700.0,5000.0,46000.0,0.0,69533.33333333333,15100.0,19600.0,2100.0,1600.0,2300.0,2700.0,18300.0,5200.0,4900.0,10600.0,1500.0,83900.0,Personal Loan,3927000.0,17.7,24,195480.0,0.0,0.0,0.0,0.0,0.0,404,312900.0,531600.0,368400.0,No,Never,Moderate,Moderate,2.8113,10.07,-14366.67,31290.0,25.3,1.0,1
21,Female,Analyst,Self-Employed,Single,0,23700.0,0.0,42000.0,0.0,27200.0,9000.0,13400.0,2200.0,3100.0,1400.0,6400.0,0.0,14100.0,2100.0,6200.0,5700.0,63600.0,Business Loan,137000.0,16.6,36,4860.0,0.0,2400.0,0.0,7900.0,10300.0,817,217300.0,59800.0,398600.0,No,Never,Low,Moderate,0.5574,3.75,-46700.0,1940.0,49.6,0.4167,0
23,Female,Other,Self-Employed,Single,0,66300.0,16000.0,0.0,0.0,82300.0,22900.0,4600.0,3800.0,1100.0,1000.0,9400.0,0.0,11100.0,2700.0,17000.0,3800.0,77400.0,Personal Loan,2013000.0,8.2,120,24640.0,0.0,0.0,0.0,0.0,0.0,713,489600.0,168300.0,2314600.0,No,Never,Low,Low,0.2994,8.5,4900.0,37040.0,66.0,0.081,0
36,Male,Software Engineer,Salaried,Married,2,67100.0,0.0,71000.0,0.0,73016.66666666667,24400.0,9900.0,5000.0,3300.0,500.0,8100.0,9200.0,14400.0,10300.0,19800.0,2800.0,107700.0,Education Loan,1849000.0,16.0,120,30970.0,0.0,0.0,0.0,0.0,0.0,317,598100.0,1129200.0,1972100.0,No,Never,Low,Low,0.4241,16.04,-34683.33,32860.0,43.6,0.897,1
43,Male,Doctor,Business,Single,3,21400.0,10800.0,34000.0,15700.0,50733.333333333336,13400.0,16800.0,6900.0,3600.0,2400.0,10700.0,4700.0,13200.0,2900.0,22300.0,7100.0,104000.0,Vehicle Loan,347000.0,15.7,180,5020.0,0.0,8600.0,4500.0,7000.0,20100.0,594,179300.0,325300.0,279000.0,No,Never,Moderate,High,0.4951,4.07,-73366.67,2730.0,50.9,0.9213,1
31,Female,Doctor,Salaried,Single,2,106400.0,0.0,179000.0,0.0,121316.66666666667,12300.0,10900.0,9900.0,4100.0,2100.0,9200.0,10800.0,11600.0,2200.0,21800.0,2300.0,97200.0,Personal Loan,6060000.0,9.8,24,279080.0,0.0,6300.0,0.0,0.0,6300.0,633,222400.0,1244200.0,2745900.0,No,Never,Low,Moderate,2.3524,14.17,17816.67,48290.0,41.5,0.9986,1
32,Male,Accountant,Salaried,Married,1,63400.0,0.0,0.0,0.0,63400.0,10500.0,17300.0,4800.0,1500.0,1700.0,1700.0,18700.0,10800.0,10700.0,4300.0,4600.0,86600.0,Vehicle Loan,2719000.0,14.5,12,244770.0,0.0,0.0,0.0,12100.0,12100.0,605,515300.0,1242700.0,1431000.0,No,Occasionally,Low,Moderate,4.0516,17.81,-35300.0,16430.0,37.2,1.0,1
30,Female,Doctor,Salaried,Married,1,71300.0,8600.0,161000.0,0.0,93316.66666666667,30500.0,14000.0,2400.0,1900.0,2200.0,2200.0,12900.0,13100.0,5900.0,4900.0,6600.0,96600.0,Vehicle Loan,3177000.0,17.7,60,80160.0,31600.0,0.0,0.0,10400.0,42000.0,480,691900.0,124600.0,462800.0,Yes,Never,Low,Moderate,1.3091,5.89,-45283.33,0.0,19.8,0.9996,1
52,Male,Sales Executive,Salaried,Married,1,33500.0,0.0,21000.0,0.0,35250.0,9200.0,14600.0,3600.0,4100.0,2100.0,8100.0,6100.0,10600.0,2700.0,22900.0,6900.0,90900.0,Education Loan,961000.0,14.6,24,46410.0,0.0,0.0,3900.0,12200.0,16100.0,527,214900.0,381900.0,315300.0,No,Occasionally,Low,Moderate,1.7733,5.58,-71750.0,0.0,22.0,0.9998,1
36,Female,Other,Business,Married,3,66900.0,0.0,47000.0,63300.0,134116.6666666667,46300.0,16500.0,9200.0,4300.0,2400.0,3600.0,14000.0,3600.0,7400.0,21400.0,6700.0,135400.0,Personal Loan,7276000.0,16.0,360,97840.0,0.0,0.0,0.0,5400.0,5400.0,847,1198200.0,1454700.0,305900.0,No,Never,Moderate,Moderate,0.7698,18.84,-6683.33,54950.0,56.0,0.005,0
28,Female,Sales Executive,Salaried,Single,0,86100.0,0.0,0.0,0.0,86100.0,12000.0,7600.0,7600.0,1100.0,1300.0,7500.0,0.0,10100.0,1500.0,12600.0,7300.0,68600.0,Vehicle Loan,1683000.0,8.5,36,53130.0,0.0,8100.0,10900.0,13700.0,32700.0,308,558900.0,1719600.0,193400.0,No,Never,Low,Moderate,0.9969,22.49,-15200.0,6040.0,22.5,0.9654,1
58,Female,Manager,Self-Employed,Single,4,46700.0,16000.0,73000.0,0.0,68783.33333333333,12000.0,20300.0,8300.0,3700.0,1600.0,9700.0,18800.0,8200.0,5700.0,11900.0,2000.0,102200.0,Personal Loan,1610000.0,15.1,24,78140.0,0.0,0.0,6800.0,0.0,6800.0,400,378000.0,1159200.0,912300.0,No,Occasionally,Moderate,Moderate,1.2349,14.1,-40216.67,24150.0,17.6,0.9947,1
32,Male,Software Engineer,Salaried,Single,2,133400.0,0.0,81000.0,0.0,140150.0,26700.0,18000.0,3000.0,4900.0,700.0,7300.0,5700.0,14700.0,7500.0,14700.0,7600.0,110800.0,Education Loan,8044000.0,9.6,180,84480.0,40400.0,14100.0,0.0,0.0,54500.0,502,738900.0,318000.0,2035100.0,No,Never,High,High,0.9917,6.39,-25150.0,8570.0,28.0,0.9939,1
44,Female,Other,Salaried,Married,2,50100.0,0.0,0.0,0.0,50100.0,9100.0,13200.0,3100.0,1300.0,2400.0,5600.0,15100.0,8100.0,11500.0,15700.0,1100.0,86200.0,Business Loan,429000.0,8.3,120,5270.0,0.0,0.0,0.0,8500.0,8500.0,731,318900.0,199700.0,49200.0,Yes,Frequently,Low,Low,0.2749,5.48,-44600.0,14040.0,53.0,0.5428,1
48,Female,Business Owner,Unemployed,Divorced,0,86700.0,0.0,0.0,0.0,86700.0,14100.0,11100.0,2900.0,3100.0,2500.0,8100.0,0.0,1500.0,4600.0,7800.0,2800.0,58500.0,Business Loan,4156000.0,13.3,240,49580.0,0.0,6200.0,0.0,15000.0,21200.0,551,468900.0,142600.0,2513200.0,No,Occasionally,Moderate,Low,0.8164,7.67,7000.0,17820.0,41.9,0.9845,1
28,Male,Business Owner,Self-Employed,Single,2,56800.0,0.0,162000.0,0.0,70300.0,14800.0,19800.0,8900.0,2600.0,2100.0,2600.0,19700.0,4700.0,9400.0,11300.0,1600.0,97500.0,Business Loan,3128000.0,15.4,360,40550.0,0.0,0.0,0.0,0.0,0.0,647,217300.0,333200.0,1025600.0,No,Frequently,Low,Moderate,0.5768,5.65,-27200.0,31640.0,45.9,0.791,1
48,Male,Manager,Salaried,Married,1,65700.0,0.0,0.0,0.0,65700.0,17100.0,8100.0,3700.0,5600.0,1400.0,9000.0,12600.0,13800.0,2500.0,16300.0,7600.0,97700.0,Business Loan,3587000.0,13.2,36,121210.0,0.0,0.0,0.0,0.0,0.0,671,628200.0,330800.0,1552800.0,Yes,Never,Moderate,Low,1.8449,9.82,-32000.0,29560.0,25.4,0.9984,1
56,Male,Other,Salaried,Single,0,21300.0,0.0,34000.0,0.0,24133.333333333332,4300.0,11600.0,7100.0,1900.0,1500.0,8700.0,0.0,14500.0,5800.0,6700.0,4000.0,66100.0,Home Loan,241000.0,17.3,240,3590.0,5400.0,0.0,0.0,1000.0,6400.0,842,231700.0,65300.0,459700.0,No,Never,High,Moderate,0.414,4.1,-48366.67,4460.0,55.8,0.1562,0
46,Female,Analyst,Salaried,Married,0,59000.0,0.0,0.0,0.0,59000.0,7100.0,8900.0,6100.0,2600.0,1400.0,6700.0,0.0,11200.0,3500.0,25000.0,3200.0,75700.0,Vehicle Loan,3444000.0,14.8,48,95500.0,0.0,4900.0,0.0,4300.0,9200.0,524,123000.0,650000.0,1096200.0,No,Never,Low,High,1.7746,9.1,-25900.0,17350.0,26.9,0.9996,1
28,Female,Analyst,Salaried,Single,3,33900.0,0.0,0.0,0.0,33900.0,9400.0,19800.0,6400.0,5500.0,1100.0,4100.0,5100.0,1800.0,6400.0,8500.0,2200.0,70300.0,Home Loan,223000.0,8.7,24,10160.0,0.0,4300.0,0.0,0.0,4300.0,442,187800.0,661900.0,308300.0,No,Never,High,Moderate,0.4265,11.39,-40700.0,10960.0,53.9,0.8654,1
48,Male,Analyst,Self-Employed,Single,1,32100.0,14700.0,65000.0,0.0,52216.666666666664,11200.0,6300.0,3600.0,2700.0,1600.0,9800.0,8900.0,1300.0,5600.0,14700.0,2100.0,67800.0,Personal Loan,1231000.0,17.3,48,35710.0,0.0,0.0,0.0,0.0,0.0,493,417800.0,849700.0,1389700.0,Yes,Never,Low,Moderate,0.6839,18.69,-15583.33,23500.0,43.4,0.8144,1
48,Female,Software Engineer,Self-Employed,Married,1,117200.0,24300.0,0.0,0.0,141500.0,33800.0,15400.0,7100.0,3700.0,600.0,6600.0,13500.0,7700.0,11800.0,14700.0,5300.0,120200.0,Business Loan,1368000.0,9.1,48,34110.0,0.0,0.0,0.0,0.0,0.0,658,144400.0,688300.0,1272400.0,No,Occasionally,Low,Moderate,0.2411,6.93,21300.0,63680.0,59.6,0.1076,0
57,Male,Software Engineer,Salaried,Married,0,44100.0,24600.0,69000.0,0.0,74450.0,15900.0,5400.0,2300.0,1200.0,2500.0,1700.0,0.0,15000.0,11100.0,12400.0,1300.0,68800.0,Personal Loan,582000.0,15.5,240,7880.0,20200.0,0.0,0.0,0.0,20200.0,554,124600.0,1182000.0,2125200.0,No,Never,High,High,0.3772,14.68,-14550.0,13300.0,51.2,0.1646,0
61,Male,Analyst,Business,Married,2,29700.0,0.0,75000.0,55600.0,91550.0,29500.0,8900.0,9900.0,5900.0,1300.0,11100.0,6400.0,13200.0,7400.0,7600.0,5200.0,106400.0,Education Loan,5315000.0,9.1,240,48160.0,24700.0,0.0,0.0,0.0,24700.0,838,519700.0,1800100.0,108300.0,Yes,Never,Moderate,High,0.7958,17.69,-39550.0,16500.0,54.1,0.0513,0
56,Female,Business Owner,Salaried,Single,2,41000.0,12200.0,59000.0,0.0,58116.666666666664,13900.0,18100.0,2200.0,5100.0,2400.0,9400.0,13000.0,14100.0,2900.0,15000.0,6400.0,102500.0,Vehicle Loan,2591000.0,18.0,180,41730.0,19100.0,0.0,0.0,0.0,19100.0,443,44700.0,980400.0,200000.0,No,Never,Low,Moderate,1.0467,8.43,-63483.33,7050.0,24.4,0.9974,1
47,Female,Other,Salaried,Single,2,25600.0,0.0,66000.0,0.0,31100.0,10300.0,17000.0,2400.0,4200.0,1900.0,7400.0,12600.0,9700.0,7100.0,4100.0,5200.0,81900.0,Education Loan,1020000.0,11.0,48,26360.0,0.0,0.0,0.0,0.0,0.0,878,261700.0,308000.0,677900.0,Yes,Occasionally,Moderate,Low,0.8476,6.96,-50800.0,14000.0,48.8,0.6446,1
37,Male,Doctor,Salaried,Single,1,100400.0,22100.0,115000.0,0.0,132083.33333333334,30100.0,18500.0,4600.0,1300.0,1100.0,5800.0,11900.0,13000.0,9700.0,10900.0,6800.0,113700.0,Vehicle Loan,1446000.0,12.7,24,68540.0,0.0,21800.0,0.0,0.0,21800.0,746,1161700.0,808000.0,2412000.0,No,Occasionally,Moderate,Low,0.684,14.54,-3416.67,37640.0,55.7,0.0606,0
29,Male,Other,Salaried,Married,1,34600.0,0.0,0.0,0.0,34600.0,6000.0,13300.0,8700.0,1400.0,900.0,11600.0,4500.0,5500.0,1400.0,7200.0,2900.0,63400.0,Education Loan,1174000.0,12.4,12,104530.0,0.0,0.0,0.0,3200.0,3200.0,838,259300.0,526300.0,744300.0,No,Never,Moderate,Low,3.1136,11.8,-32000.0,12370.0,44.9,0.9999,1
53,Female,Analyst,Salaried,Divorced,1,63900.0,0.0,140000.0,0.0,75566.66666666667,14300.0,13400.0,4100.0,3700.0,2500.0,9500.0,18800.0,1400.0,5800.0,4900.0,1500.0,79900.0,Education Loan,1708000.0,8.6,24,77720.0,0.0,0.0,0.0,6300.0,6300.0,718,628100.0,1204700.0,1454500.0,No,Occasionally,Low,Moderate,1.1119,21.26,-10633.33,27700.0,42.9,0.1674,0
40,Male,Other,Salaried,Married,0,96600.0,0.0,0.0,0.0,96600.0,22300.0,13900.0,5800.0,2400.0,2000.0,6900.0,0.0,13900.0,1500.0,23300.0,6000.0,98000.0,Vehicle Loan,1926000.0,12.7,24,91290.0,25100.0,0.0,0.0,0.0,25100.0,451,664700.0,641400.0,1527800.0,No,Occasionally,High,Moderate,1.2049,10.61,-26500.0,18370.0,24.0,0.9925,1
33,Male,Accountant,Salaried,Single,3,38200.0,0.0,0.0,0.0,38200.0,8900.0,14500.0,2100.0,4100.0,1000.0,8200.0,7500.0,4100.0,3700.0,18100.0,6800.0,79000.0,Personal Loan,1490000.0,9.1,36,47450.0,0.0,6100.0,0.0,0.0,6100.0,382,70600.0,200900.0,35700.0,No,Never,Moderate,Low,1.4018,3.19,-46900.0,11090.0,15.6,0.9999,1
48,Male,Software Engineer,Salaried,Married,1,64000.0,14200.0,81000.0,0.0,84950.0,23100.0,6500.0,2600.0,4000.0,600.0,4100.0,14700.0,11200.0,2000.0,5900.0,4500.0,79200.0,Education Loan,4120000.0,15.9,60,99970.0,0.0,0.0,0.0,9600.0,9600.0,466,66600.0,1169800.0,2061500.0,No,Occasionally,High,Low,1.2898,13.92,-3850.0,28630.0,23.6,0.9691,1
49,Female,Software Engineer,Self-Employed,Married,0,29300.0,8500.0,64000.0,0.0,43133.333333333336,6700.0,7200.0,6900.0,5200.0,1900.0,3200.0,0.0,10200.0,11600.0,23800.0,6700.0,83400.0,Vehicle Loan,1267000.0,17.6,12,115920.0,0.0,3400.0,0.0,0.0,3400.0,811,369100.0,771200.0,660100.0,No,Occasionally,Low,Moderate,2.7663,13.14,-43666.67,16010.0,42.8,0.9997,1
33,Female,Business Owner,Salaried,Married,1,166500.0,10100.0,0.0,0.0,176600.0,46700.0,9300.0,3600.0,2400.0,1100.0,4000.0,11600.0,3200.0,2900.0,7000.0,4200.0,96000.0,Vehicle Loan,5674000.0,16.0,60,137980.0,34600.0,0.0,0.0,0.0,34600.0,819,1274700.0,246100.0,560600.0,Yes,Never,Moderate,Moderate,0.9772,11.64,46000.0,44870.0,60.0,0.1221,0
55,Male,Doctor,Salaried,Single,2,78300.0,8200.0,0.0,0.0,86500.0,25500.0,12700.0,7600.0,3900.0,900.0,4200.0,8800.0,3700.0,2700.0,7400.0,2400.0,79800.0,Education Loan,3532000.0,12.0,180,42390.0,22500.0,0.0,0.0,0.0,22500.0,365,370700.0,1708800.0,499500.0,No,Never,Moderate,Moderate,0.7502,20.33,-15800.0,16420.0,37.9,0.7228,1
